,frequency,Z,phi,ReZ,ImZ
200,365.0,2372.75,73.23,686.4407794892754,2274.614372960671
201,356.0,2331.6000000000004,73.775,651.9359783066113,2240.093746283198
202,347.0,2311.95,74.345,623.1278233572311,2225.74385328443
203,338.0,2234.2,74.975,578.346311406455,2160.9052645838447
204,329.0,2107.5,75.66,526.8544049396862,2039.1651072623004
205,320.0,2048.6000000000004,76.03,494.4673729124637,1987.035414691602
206,312.0,2008.3500000000001,76.41499999999999,471.3050345516045,1952.9169030596915
207,304.0,1933.75,76.85,441.05219687712895,1882.7795826097931
208,296.0,1855.0,76.94,419.1790975788688,1807.8508727392252
209,288.0,1822.8500000000001,77.34,400.2719600432184,1777.6851551864881
210,281.0,1782.95,77.62,378.9254983483674,1739.7909852103098
211,274.0,1713.3000000000002,77.66,368.5993535272676,1676.323765997195
212,266.0,1679.8500000000001,78.02,348.73513495092806,1643.998790994149
213,260.0,1645.25,78.315,333.4082823427643,1611.1285274344273
214,253.0,1598.25,78.535,318.13671325735055,1566.5206792417812
215,246.0,1558.1000000000001,78.93,298.66876041323025,1528.3823492137544
216,240.0,1522.3000000000002,79.02000000000001,289.92321253242676,1494.6643853559704
217,234.0,1482.15,79.225,277.1170890622899,1456.3552703119542
218,228.0,1447.0500000000002,79.47,264.61869229001053,1422.6092147892134
219,222.0,1409.75,79.68,252.81879743923008,1387.0206708996366
220,216.0,1374.4,79.815,243.2310542391396,1352.697048632151
221,210.0,1336.3500000000001,80.04,230.86267548794484,1316.2717101586222
222,205.0,1305.2,80.22,221.9311022125023,1286.4282990023985
223,200.0,1275.65,80.38499999999999,212.9914617164256,1257.5757072499364
224,194.0,1237.4500000000003,80.59,202.15717142917657,1221.2340570540835
225,189.0,1207.15,80.80000000000001,193.5086715035496,1192.84354888284
226,184.0,1174.8000000000002,80.375,195.9872094262705,1160.0066158931922
227,180.0,1152.95,81.58500000000001,168.71532024814275,1139.2806002943535
228,175.0,1123.8000000000002,81.36500000000001,168.1406039449616,1110.9690630061382
229,170.0,1091.8000000000002,81.495,161.3722323045473,1079.9672053435665
230,166.0,1068.4,81.625,155.24722077859735,1056.8169479712212
231,162.0,1041.3,81.70500000000001,150.22812310520703,1030.6660630821143
232,158.0,1018.0,81.905,143.35302343737095,1007.7561786333488
233,153.0,986.72,82.11,135.17125330355972,977.1764763326014
234,149.0,960.38,82.35000000000001,127.81423045909528,952.0096035288728
235,146.0,927.335,82.075,127.5658440667516,918.5571537828649
